0,1,0,1,0,0,0,0
1,0,0,1,0,0,0,1
2,0,0,1,0,0,0,0
3,0,0,1,0,0,0,0
4,0,0,1,0,0,0,0
5,0,0,1,0,0,0,0
6,1,0,1,0,0,0,0
7,1,0,1,0,0,0,0
8,1,0,1,0,0,0,0
9,0,0,1,0,0,0,0
10,0,0,1,0,0,0,0
11,1,1,1,0,0,0,0
12,0,1,1,0,0,0,0
13,1,0,1,0,0,0,0
14,0,0,1,0,0,0,0
15,0,0,1,0,0,0,0
16,0,0,1,0,0,0,1
17,0,1,1,0,0,0,0
18,0,0,1,0,0,0,0
19,1,0,1,0,0,0,0
20,1,1,1,0,0,0,0
21,1,0,1,0,0,0,0
22,1,0,1,0,0,0,1
23,1,1,1,0,0,0,0
24,0,1,1,0,0,0,0
25,0,0,1,0,0,0,0
26,1,1,1,0,0,0,0
27,1,0,1,0,0,0,0
28,1,0,1,0,0,0,0
29,0,0,1,0,0,0,0
30,1,1,1,0,0,0,0
31,0,1,1,0,0,0,0
32,1,0,1,0,0,0,0
33,0,1,1,0,0,0,0
34,1,0,1,0,0,0,0
35,1,1,1,0,0,0,0
36,1,0,1,0,0,0,0
37,1,0,1,0,0,0,0
38,1,1,1,0,0,0,0
39,1,1,1,0,0,0,1
40,1,1,1,0,0,0,0
41,1,1,1,0,0,0,0
42,0,0,1,0,0,0,0
43,1,0,1,0,0,0,0
44,1,0,1,0,0,0,0
45,1,1,1,0,0,0,0
46,1,0,1,0,0,0,0
47,0,0,1,0,0,0,0
48,1,0,1,0,0,0,0
49,0,0,1,0,0,0,0
50,0,0,1,0,0,0,0
51,1,1,1,0,0,0,0
52,1,1,1,0,0,0,0
53,1,0,1,0,0,0,0
54,0,0,1,0,0,0,0
55,1,1,1,0,0,0,0
56,0,0,1,0,0,0,1
57,0,0,1,0,0,0,0
58,1,0,1,0,0,0,0
59,0,0,1,0,0,0,0
60,0,1,1,0,0,0,0
61,0,0,1,0,0,0,0
62,0,0,1,0,0,0,0
63,1,0,1,0,0,0,0
64,0,1,1,0,0,0,0
65,0,0,1,0,0,0,0
66,1,0,0,0,0,0,1
67,1,0,1,0,0,0,0
68,0,1,1,0,0,0,0
69,0,1,1,0,0,0,0
70,1,0,1,0,0,0,0
71,1,0,1,0,0,0,0
72,1,0,1,0,0,0,0
73,1,1,1,0,0,0,0
74,1,0,1,0,0,0,0
75,0,0,1,0,0,0,0
76,1,1,1,0,0,0,0
77,1,1,1,0,0,0,0
78,0,0,1,0,0,0,1
79,1,0,1,0,0,0,0
80,1,0,1,0,0,0,1
81,0,1,1,0,0,0,0
82,1,0,1,0,0,0,0
83,0,0,1,0,0,0,0
84,0,0,1,0,0,0,0
85,0,0,1,0,0,0,0
86,0,0,1,0,0,0,0
87,0,0,1,0,0,0,0
88,1,1,1,0,0,0,0
89,1,1,1,0,0,0,0
90,1,0,1,0,0,0,0
91,1,0,1,0,0,0,0
92,1,0,1,0,0,0,0
93,0,0,1,0,0,0,1
94,0,0,0,0,0,0,1
95,0,0,1,0,0,0,0
96,1,1,1,0,0,0,0
97,0,0,1,0,0,0,0
98,0,0,1,0,0,0,0
99,1,0,1,0,0,0,0
100,0,1,1,0,0,0,1
101,0,0,1,0,0,0,0
102,0,0,1,0,0,0,0
103,0,0,1,0,0,0,0
104,0,0,1,0,0,0,0
105,1,0,1,0,0,0,0
106,0,0,1,0,0,0,0
107,0,0,1,0,0,0,0
108,0,1,1,0,0,0,0
109,0,0,1,0,0,0,0
110,1,0,1,0,0,0,0
111,0,0,1,0,0,0,0
112,1,1,1,0,0,0,0
113,0,0,1,0,0,0,0
114,1,0,1,0,0,0,0
115,1,0,1,0,0,0,1
116,1,0,1,0,0,0,0
117,1,1,1,0,0,0,0
118,0,0,1,0,0,0,0
119,0,0,1,0,0,0,0
120,0,0,1,0,0,0,0
121,0,1,1,0,0,0,0
122,0,1,0,0,0,0,0
123,1,1,1,0,0,0,0
124,0,1,1,0,0,0,0
125,1,0,1,0,0,0,0
126,0,0,1,0,0,0,0
127,1,0,1,0,0,0,0
128,0,0,1,0,0,0,1
129,0,0,1,0,0,0,0
130,0,1,1,0,0,0,0
131,1,1,1,0,0,0,0
132,1,0,1,0,0,0,0
133,0,0,1,0,0,0,0
134,0,0,1,0,0,0,0
135,1,0,1,0,0,0,0
136,0,0,1,0,0,0,0
137,0,0,1,0,0,0,0
138,0,0,1,0,0,0,0
139,1,0,1,0,0,0,0
140,0,0,1,0,0,0,0
141,0,0,1,0,0,0,0
142,1,0,1,0,0,0,0
143,1,0,1,0,0,0,0
144,1,0,1,0,0,0,0
145,0,0,1,0,0,0,0
146,0,0,1,0,0,0,0
147,0,0,1,0,0,0,0
148,1,1,1,0,0,0,0
149,0,0,1,0,0,0,0
150,0,0,1,0,0,0,0
151,1,1,1,0,0,0,0
152,0,0,1,0,0,0,0
153,0,0,0,0,0,0,0
154,1,0,1,0,0,0,0
155,0,0,1,0,0,0,0
156,0,0,1,0,0,0,0
157,0,1,1,0,0,0,0
158,1,1,1,0,0,0,0
159,0,0,1,0,0,0,0
160,0,0,1,0,0,0,0
161,0,0,0,0,0,0,0
162,0,0,1,0,0,0,0
163,0,0,1,0,0,0,0
164,0,0,1,0,0,0,0
165,0,0,1,0,0,0,0
166,1,0,1,0,0,0,0
167,1,1,1,0,0,0,0
168,1,0,1,0,0,0,0
169,1,0,1,0,0,0,0
170,0,0,1,0,0,0,0
171,0,0,1,0,0,0,0
172,1,1,1,0,0,0,0
173,0,0,1,0,0,0,0
174,0,0,1,0,0,0,1
175,0,0,1,0,0,0,0
176,0,0,1,0,0,0,0
177,1,0,1,0,0,0,0
178,0,0,1,0,0,0,0
179,0,0,1,0,0,0,0
180,0,0,1,0,0,0,0
181,0,0,1,0,0,0,0
182,0,0,1,0,0,0,0
183,0,0,1,0,0,0,0
184,0,0,1,0,0,0,0
185,0,1,1,0,0,0,0
186,1,0,1,0,0,0,0
187,0,1,1,0,0,0,0
188,1,0,1,0,0,0,0
189,1,0,1,0,0,0,0
190,1,0,1,0,0,0,0
191,0,1,1,0,0,0,1
192,1,0,1,0,0,0,0
193,0,0,1,0,0,0,0
194,0,0,1,0,0,0,1
195,0,0,1,0,0,0,0
196,0,0,1,0,0,0,0
197,1,0,1,0,0,0,0
198,0,0,1,0,0,0,0
199,0,0,0,0,0,0,0
200,0,0,1,0,0,0,0
201,1,0,1,0,0,0,0
202,1,1,1,1,0,0,1
203,0,0,1,1,0,0,0
204,1,0,1,1,0,0,1
205,1,1,1,1,0,0,0
206,0,0,1,1,0,0,0
207,0,0,1,1,0,0,0
208,1,0,1,1,0,0,0
209,1,0,1,1,0,0,1
210,0,1,1,1,0,0,0
211,1,0,1,1,0,0,1
212,0,0,1,1,0,0,0
213,1,0,1,1,0,0,0
214,1,0,1,1,0,0,0
215,1,0,1,1,0,0,0
216,1,1,1,1,0,0,0
217,0,0,1,1,0,0,1
218,0,1,1,1,0,0,0
219,1,0,1,1,0,0,0
220,1,0,1,1,0,0,1
221,0,0,1,1,0,0,0
222,1,0,1,1,0,0,1
223,1,0,1,1,0,0,0
224,1,0,1,1,0,0,0
225,0,0,1,1,0,0,0
226,1,0,1,1,0,0,0
227,0,0,1,1,0,0,1
228,1,0,1,1,0,0,1
229,1,0,1,1,0,0,0
230,1,0,1,1,0,0,0
231,1,0,1,1,0,0,0
232,0,1,1,1,0,0,1
233,1,0,1,1,0,0,0
234,1,0,1,1,0,0,0
235,1,0,1,1,0,0,0
236,1,0,1,1,0,0,0
237,1,1,1,1,0,0,1
238,1,0,1,1,0,0,0
239,1,1,1,1,0,0,1
240,1,1,1,1,0,0,0
241,0,0,1,1,0,0,0
242,0,1,1,1,0,0,0
243,1,0,1,1,0,0,1
244,1,1,1,1,0,0,0
245,1,0,1,1,0,0,0
246,0,0,1,1,0,0,0
247,1,0,1,1,0,0,1
248,1,0,1,1,0,0,0
249,1,0,1,1,0,0,0
250,1,0,1,1,0,0,0
251,0,0,1,1,0,0,0
252,0,0,1,1,0,0,0
253,0,1,1,1,0,0,0
254,1,0,1,1,0,0,0
255,1,0,1,1,0,0,0
256,0,0,1,1,0,0,0
257,1,0,1,1,0,0,0
258,0,0,1,1,0,0,0
259,1,0,1,1,0,0,1
260,1,1,1,1,0,0,0
261,0,1,1,1,0,0,0
262,1,0,1,1,0,0,0
263,1,0,1,1,0,0,0
264,1,1,1,1,0,0,1
265,1,1,1,1,0,0,0
266,0,1,1,1,0,0,0
267,1,0,1,1,0,0,0
268,1,1,1,1,0,0,1
269,0,0,1,1,0,0,0
270,1,0,1,1,0,0,0
271,1,0,1,1,0,0,0
272,1,0,1,1,0,0,0
273,1,1,1,1,0,0,0
274,0,0,1,1,0,0,0
275,1,0,1,1,0,0,0
276,1,0,1,1,0,0,0
277,1,1,1,1,0,0,0
278,1,0,1,1,0,0,1
279,1,0,1,1,0,0,0
280,1,0,1,1,0,0,0
281,1,0,1,1,0,0,1
282,1,1,1,1,0,0,0
283,1,0,1,1,0,0,0
284,1,0,1,1,0,0,0
285,0,1,1,1,0,0,0
286,1,0,1,1,0,0,0
287,1,0,1,1,0,0,1
288,1,0,1,1,0,0,1
289,1,0,1,1,0,0,0
290,1,0,1,1,0,0,0
291,1,0,1,1,0,0,0
292,1,0,1,1,0,0,0
293,1,1,1,1,0,0,0
294,1,0,1,1,0,0,0
295,1,0,1,1,0,0,0
296,1,0,1,1,0,0,0
297,1,0,1,1,0,0,0
298,1,0,1,1,0,0,1
299,0,1,1,1,0,0,0
300,1,0,1,1,0,0,0
301,0,0,1,1,0,0,0
302,1,0,1,1,0,0,1
303,1,1,1,1,0,0,0
304,1,0,1,1,0,0,0
305,0,0,1,1,0,0,0
306,0,0,1,1,0,0,0
307,1,0,1,1,0,0,0
308,0,1,1,1,0,0,1
309,1,0,1,1,0,0,0
310,0,1,1,1,0,0,1
311,1,1,1,1,0,0,0
312,1,0,1,1,0,0,0
313,1,0,1,1,0,0,0
314,1,0,1,1,0,0,0
315,1,0,1,1,0,0,0
316,0,1,1,1,0,0,1
317,1,0,1,1,0,0,0
318,1,0,1,1,0,0,0
319,1,0,1,0,0,0,0
320,1,0,1,0,0,0,0
321,0,0,1,0,0,0,1
322,0,1,1,0,0,0,0
323,0,0,1,0,0,0,0
324,0,0,1,0,0,0,1
325,1,0,1,0,0,0,0
326,0,1,1,0,0,0,0
327,1,0,1,0,0,0,0
328,0,0,1,0,0,0,0
329,1,0,1,0,0,0,0
330,0,0,1,0,0,0,0
331,0,0,1,0,0,0,0
332,0,1,1,0,0,0,0
333,1,0,1,0,0,0,0
334,0,0,1,0,0,0,0
335,0,0,1,0,0,0,0
336,0,1,1,0,0,0,0
337,0,0,1,0,0,0,0
338,0,0,1,0,0,0,1
339,0,0,1,0,0,0,0
340,0,0,1,0,0,0,0
341,0,0,1,0,0,0,0
342,1,0,1,0,0,0,0
343,0,0,1,0,0,0,0
344,1,1,1,0,0,0,0
345,0,1,1,0,0,0,0
346,1,1,1,0,0,0,0
347,0,0,0,0,0,0,1
348,1,0,1,0,0,0,0
349,0,0,1,0,0,0,0
350,0,1,1,0,0,0,0
351,0,0,1,0,0,0,0
352,0,0,1,0,0,0,0
353,0,0,1,0,0,0,0
354,0,0,1,0,0,0,0
355,0,0,1,0,0,0,0
356,0,0,1,0,0,0,0
357,0,0,1,0,0,0,1
358,1,0,0,0,0,0,0
359,0,0,1,0,0,0,0
360,1,1,1,0,0,0,0
361,0,0,1,0,0,0,0
362,0,1,1,0,0,0,0
363,0,0,1,0,0,0,0
364,0,0,1,0,0,0,0
365,1,0,1,0,0,0,0
366,0,1,1,0,0,0,0
367,0,0,1,0,0,0,0
368,0,0,1,0,0,0,0
369,0,1,1,0,0,0,0
370,0,0,1,0,0,0,0
371,0,0,1,0,0,0,0
372,0,0,1,0,0,0,0
373,0,0,1,0,0,0,0
374,0,0,1,0,0,0,0
375,1,0,1,0,0,0,0
376,0,1,1,0,0,0,0
