0.0,-0.316603182,1.0,1.0,1.0,1.0,0.0,1.0,5.599916285,4.318779684
1.0,-0.629189193,0.0,1.0,1.0,1.0,0.0,0.0,6.875856156,7.856494564
2.0,0.808706461,0.0,1.0,0.0,1.0,0.0,0.0,2.996272705,6.633952219
3.0,-0.00401717,0.0,1.0,0.0,1.0,0.0,0.0,1.366205692,5.697239363
4.0,0.683672057,1.0,1.0,1.0,1.0,0.0,0.0,1.963538136,6.20258152
5.0,0.058500033,1.0,1.0,1.0,1.0,0.0,0.0,4.7620903530000005,8.26479485
6.0,-0.066534372,1.0,1.0,1.0,1.0,0.0,0.0,6.594043861,8.132572135
7.0,0.683672057,1.0,1.0,1.0,1.0,0.0,0.0,2.908234589,6.897206979
8.0,-0.7542235979999999,1.0,1.0,1.0,1.0,0.0,0.0,2.131346488,5.342383246
9.0,0.621154854,0.0,1.0,1.0,1.0,0.0,0.0,2.602322762,5.292147977
10.0,-0.066534372,0.0,1.0,1.0,1.0,0.0,0.0,3.982110605,8.392771534
11.0,0.433603247,0.0,1.0,1.0,1.0,0.0,0.0,2.542803181,7.757289274
12.0,0.058500033,1.0,1.0,0.0,1.0,0.0,0.0,1.4407695880000002,7.528073752
13.0,-0.00401717,1.0,1.0,1.0,1.0,0.0,0.0,1.950410991,7.934037208999999
14.0,0.308568842,0.0,1.0,0.0,1.0,0.0,0.0,0.977148336,6.08907621
15.0,1.996533306,1.0,1.0,0.0,1.0,0.0,0.0,1.390367428,4.421211523999999
16.0,1.621430092,1.0,1.0,0.0,1.0,0.0,0.0,1.736313596,6.294167449
17.0,-1.129326812,1.0,1.0,0.0,1.0,0.0,0.0,0.5073948079999999,7.423084102000001
18.0,-0.629189193,1.0,1.0,1.0,1.0,0.0,1.0,5.855671364,1.856800369
19.0,0.183534438,0.0,1.0,1.0,1.0,0.0,0.0,1.770974584,5.387644697000001
20.0,-0.379120384,0.0,1.0,1.0,1.0,0.0,0.0,3.39945721,7.866433482000001
21.0,0.24605164,1.0,1.0,1.0,1.0,0.0,0.0,0.6762934070000001,5.192398998
22.0,-0.566671991,0.0,1.0,0.0,1.0,0.0,1.0,5.042679691,2.361596761
23.0,0.621154854,0.0,1.0,1.0,1.0,0.0,0.0,4.596619876,7.570358564
24.0,0.121017235,1.0,1.0,1.0,1.0,0.0,0.0,3.06751922,6.594319989
25.0,0.121017235,1.0,1.0,1.0,1.0,0.0,0.0,2.204675422,6.324870316
26.0,-1.004292408,0.0,1.0,1.0,1.0,0.0,1.0,9.066117628,1.996652073
27.0,-2.567222467,0.0,1.0,0.0,1.0,0.0,0.0,3.215325988,6.780808816
28.0,-0.441637586,0.0,1.0,1.0,1.0,0.0,0.0,0.5433258910000001,7.450606982999999
29.0,0.8712236640000001,0.0,1.0,0.0,1.0,0.0,0.0,0.8868565190000001,3.2543750780000003
30.0,-0.879258003,1.0,1.0,1.0,1.0,0.0,0.0,3.044713181,6.048466754
31.0,1.808981699,1.0,1.0,0.0,1.0,0.0,0.0,4.3672106610000005,7.920735189
32.0,-0.066534372,1.0,1.0,1.0,1.0,0.0,0.0,-0.029618395,6.94905175
33.0,-0.00401717,1.0,1.0,0.0,1.0,0.0,0.0,1.052633262,6.77717239
34.0,0.058500033,1.0,1.0,1.0,1.0,0.0,0.0,2.128056877,3.945894498
35.0,0.24605164,0.0,1.0,1.0,1.0,0.0,0.0,1.488512886,5.331710608
36.0,-0.691706396,1.0,1.0,0.0,1.0,0.0,0.0,1.124905314,8.182350334
37.0,0.621154854,1.0,1.0,1.0,1.0,0.0,0.0,5.403642144,6.681973315
38.0,-0.7542235979999999,0.0,1.0,1.0,1.0,0.0,0.0,1.105803657,7.559032687999999
39.0,-1.191844015,1.0,1.0,0.0,1.0,0.0,0.0,2.336874097,6.25688339
40.0,-0.00401717,1.0,1.0,0.0,1.0,0.0,0.0,0.66897721,5.611951232999999
41.0,-0.941775205,1.0,1.0,1.0,1.0,0.0,1.0,6.255479883,1.218524889
42.0,-0.066534372,0.0,1.0,1.0,1.0,0.0,1.0,7.713109312,3.676856084
43.0,-0.7542235979999999,1.0,1.0,0.0,1.0,0.0,1.0,5.2382062430000005,2.198745096
44.0,-3.567497705,0.0,1.0,1.0,1.0,0.0,1.0,5.309168324,2.106966265
